,11,8,SODA DI MARCO SRL -M11-,1343052,1,8,SP PLASTICOS S.R.L.,SODA DI MARCO SRL -M11-,2020-11-14,2020-11-16,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736911,1,2,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-12,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736940,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-12,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736944,1,2,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-12,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736948,1,2,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-12,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736971,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-12,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736972,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-12,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736979,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-12,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1737273,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-16,2020-11-16,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1737617,1,2,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-19,2020-11-19,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1737622,1,2,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-19,2020-11-19,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1737623,1,2,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-19,2020-11-19,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1737979,1,2,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-20,2020-11-20,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1737980,1,2,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-20,2020-11-20,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1738380,1,2,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-26,2020-11-26,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1738381,1,2,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-26,2020-11-26,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,9214595,2,2,LAS BLONDAS,CARO CUORE-DEMIBELL SACIFI,2020-11-27,2020-11-27,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1736265,1,6,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1736271,1,6,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1736272,1,6,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1736273,1,6,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1736276,1,6,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1736277,1,6,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1736278,1,6,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1736279,1,6,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1736280,1,6,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1736281,1,6,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1736655,1,6,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-09,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1736686,1,6,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-09,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1736708,1,6,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-09,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1736905,1,6,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-12,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1736916,1,6,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-12,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1736946,1,6,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-12,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1737264,1,6,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-16,2020-11-16,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1737274,1,6,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-16,2020-11-16,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1737618,1,6,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-19,2020-11-19,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1737619,1,6,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-19,2020-11-19,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1737625,1,6,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-19,2020-11-19,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1737628,1,6,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-19,2020-11-19,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1737630,1,6,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-19,2020-11-19,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1737982,1,6,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-20,2020-11-20,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1737984,1,6,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-20,2020-11-20,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1737989,1,6,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-20,2020-11-20,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1738376,1,6,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-26,2020-11-26,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1738379,1,6,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-26,2020-11-26,
,427,8,DEMIBELL SA-S.JUAN-M427 CARO CUOR,1738383,1,6,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-26,2020-11-26,
,428,8,LEAD LOGISTICA SRL-M428,1349758,1,8,LEAD LOGISTICA SRL-M428,BANCO GALICIA,2020-12-12,2020-12-14,
,458,8,LOGICARGO SRL M458 INTERSUC,1343537,1,6,LOGICARGO SRL M458 INTERSUC,DABRA S.A.,2020-11-17,2020-11-17,
,458,8,LOGICARGO SRL M458 INTERSUC,1343992,1,6,LOGICARGO SRL M458 INTERSUC,DABRA S.A.,2020-11-18,2020-11-18,
,458,8,LOGICARGO SRL M458 INTERSUC,1343993,1,6,LOGICARGO SRL M458 INTERSUC,DABRA S.A.,2020-11-18,2020-11-18,
,458,8,LOGICARGO SRL M458 INTERSUC,1345234,1,7,LOGICARGO SRL M458 INTERSUC,DABRA S.A.,2020-11-21,2020-11-21,
,458,8,LOGICARGO SRL M458 INTERSUC,1345235,1,6,LOGICARGO SRL M458 INTERSUC,DABRA S.A.,2020-11-21,2020-11-21,
,458,8,LOGICARGO SRL M458 INTERSUC,1345236,1,6,LOGICARGO SRL M458 INTERSUC,DABRA S.A.,2020-11-21,2020-11-21,
,458,8,LOGICARGO SRL M458 INTERSUC,1737848,1,6,LOGICARGO SRL M458 INTERSUC,DABRA S.A.,2020-11-20,2020-11-20,
,458,8,LOGICARGO SRL M458 INTERSUC,1738430,1,7,LOGICARGO SRL M458 INTERSUC,DABRA S.A.,2020-11-26,2020-11-26,
,458,8,LOGICARGO SRL M458 INTERSUC,1738690,1,7,LOGICARGO SRL M458 INTERSUC,DABRA S.A.,2020-11-28,2020-11-28,
,46,8,FINCAS PATAGONICAS S.A.-M46,1343390,1,8,VIDEOJET ARGENTINA S.R.L.,FINCAS PATAGONICAS S.A.-M46,2020-11-17,2020-11-18,
,46,8,FINCAS PATAGONICAS S.A.-M46,1736082,1,8,STEEM,FINCAS PATAGONICAS S.A.-M46,2020-11-04,2020-11-06,
,46,8,FINCAS PATAGONICAS S.A.-M46,1736083,1,8,STEEM,FINCAS PATAGONICAS S.A.-M46,2020-11-04,2020-11-06,
,51,8,AMG SRL.-M51,317588,8,8,AMG SRL.-M51,BGA.ESMERALDA - LA ANTONIA,2020-11-03,2020-11-04,
,51,8,AMG SRL.-M51,1346182,1,8,AMG SRL.-M51,AMG SRL.-M51,2020-11-30,2020-12-04,
,51,8,AMG SRL.-M51,1737005,1,8,AMG SRL.-M51,AMG SRL.-M51,2020-11-12,2020-11-17,
,51,8,AMG SRL.-M51,1936071,1,8,ADRIAN E IGLESIAS,AMG SRL.-M51,2020-11-07,2020-11-10,
,62,8,SITRACK.COM ARG.S.A.-M62,1341029,1,8,J Y M,SITRACK.COM ARG.S.A.-M62,2020-11-06,2020-11-09,
,62,8,SITRACK.COM ARG.S.A.-M62,1349303,1,8,PEYSE,SITRACK.COM ARG.S.A.-M62,2020-12-11,2020-12-14,
,63,8,PROTEC-JUAN G.TOSSO-M63,288785,6,8,MARCELO TORRES,PROTEC-JUAN G.TOSSO-M63,2020-11-09,2020-11-10,
,63,8,PROTEC-JUAN G.TOSSO-M63,289112,6,8,MARCELO TORRES,PROTEC-JUAN G.TOSSO-M63,2020-11-30,2020-11-30,
,63,8,PROTEC-JUAN G.TOSSO-M63,1340102,1,8,METALURGICA MARTINEZ,PROTEC-JUAN G.TOSSO-M63,2020-11-03,2020-11-04,
,63,8,PROTEC-JUAN G.TOSSO-M63,1340401,1,8,MICRO,PROTEC-JUAN G.TOSSO-M63,2020-11-04,2020-11-05,
,63,8,PROTEC-JUAN G.TOSSO-M63,1340693,1,8,JEFFERSON   SUDAMERICANA,PROTEC-JUAN G.TOSSO-M63,2020-11-05,2020-11-06,
,63,8,PROTEC-JUAN G.TOSSO-M63,1341325,1,8,JEFFERSON   SUDAMERICANA,PROTEC-JUAN G.TOSSO-M63,2020-11-07,2020-11-09,
,63,8,PROTEC-JUAN G.TOSSO-M63,1342161,1,8,KAESER,PROTEC-JUAN G.TOSSO-M63,2020-11-11,2020-11-12,
,63,8,PROTEC-JUAN G.TOSSO-M63,1343031,1,8,MICRO,PROTEC-JUAN G.TOSSO-M63,2020-11-14,2020-11-17,
,63,8,PROTEC-JUAN G.TOSSO-M63,1344539,1,8,KAESER,PROTEC-JUAN G.TOSSO-M63,2020-11-20,2020-11-24,
,63,8,PROTEC-JUAN G.TOSSO-M63,1344987,1,8,MICRO,PROTEC-JUAN G.TOSSO-M63,2020-11-21,2020-11-24,
,63,8,PROTEC-JUAN G.TOSSO-M63,1346729,1,8,MICRO,PROTEC-JUAN G.TOSSO-M63,2020-11-30,2020-12-02,
,63,8,PROTEC-JUAN G.TOSSO-M63,1349692,1,8,MICRO,PROTEC-JUAN G.TOSSO-M63,2020-12-12,2020-12-14,
,63,8,PROTEC-JUAN G.TOSSO-M63,1736081,1,8,KAESER,PROTEC-JUAN G.TOSSO-M63,2020-11-04,2020-11-05,
,65,8,BGA.Y VDOS.M. LORCA S.A.-M65,1341077,1,8,UNICO CLUB DEL VINO SRL,BGA.Y VDOS.M. LORCA S.A.-M65,2020-11-06,2020-11-09,
,65,8,BGA.Y VDOS.M. LORCA S.A.-M65,1341692,1,8,APHOLOS,BGA.Y VDOS.M. LORCA S.A.-M65,2020-11-10,2020-11-11,
,724,8,ALTOS LAS HORMIGAS S.A.-M724,316778,8,8,ALTOS LAS HORMIGAS S.A.-M724,PANEIVA SANTIAGO JAVIER,2020-11-19,2020-11-20,
,724,8,ALTOS LAS HORMIGAS S.A.-M724,316779,8,8,ALTOS LAS HORMIGAS S.A.-M724,DON LEON TRANS VESPRINI,2020-11-18,2020-11-19,
,724,8,ALTOS LAS HORMIGAS S.A.-M724,319987,8,8,ALTOS LAS HORMIGAS S.A.-M724,CHRIFSA SAS,2020-11-27,2020-11-30,
,724,8,ALTOS LAS HORMIGAS S.A.-M724,1340442,1,8,RAYPAC SRL,ALTOS LAS HORMIGAS S.A.-M724,2020-11-04,2020-11-05,
,736,8,VINIF.ACONCAGUA SA-M736,1345975,1,8,PACK SOL,VINIF. ACONCAGUA S.A.736,2020-11-26,2020-11-27,
,781,8,VINA LAS PERDICES S.A.-M781,304234,8,8,LA CAMIONERA MENDOCINA SRL,VINA LAS PERDICES S.A.-M781,2020-11-19,2020-11-20,
,781,8,VINA LAS PERDICES S.A.-M781,1341571,1,8,MARIANA GIL JUNCAL,VINA LAS PERDICES S.A.-M781,2020-11-07,2020-11-10,
,781,8,VINA LAS PERDICES S.A.-M781,1343334,1,8,SANTA RITA METALURGICA SA-M926,VINA LAS PERDICES S.A.-M781,2020-11-17,2020-11-20,
,781,8,VINA LAS PERDICES S.A.-M781,1343680,1,8,APHOLOS,VINA LAS PERDICES S.A.-M781,2020-11-18,2020-11-20,
,781,8,VINA LAS PERDICES S.A.-M781,1935591,1,8,APHOLOS,VINA LAS PERDICES S.A.-M781,2020-11-03,2020-11-04,
,781,8,VINA LAS PERDICES S.A.-M781,9214189,2,8,VETA Y VIRUTA,VINA LAS PERDICES S.A.-M781,2020-11-21,2020-11-24,
,781,8,VINA LAS PERDICES S.A.-M781,9214527,2,2,VINA LAS PERDICES S.A.-M781,MARCELO SOSA,2020-11-27,2020-11-27,
,790,8,VINA COBOS S.A.-M790,1142648,1,8,F.F.Y.R. S.A,VINA COBOS S.A.,2020-11-20,2020-11-24,
,823,8,MARONI C. S.A -M823,1332669,1,8,MARONI C. S.A -M823,BELASCO DE BAQUEDANO,2020-10-02,2020-10-02,
,823,8,MARONI C. S.A -M823,1340675,1,8,MARONI C. S.A -M823,SOLO CONTIGO WINE SA,2020-11-05,2020-11-06,
,823,8,MARONI C. S.A -M823,1341847,1,8,MARONI C. S.A -M823,BODEGA SOTTANO M828,2020-11-10,2020-11-11,
,823,8,MARONI C. S.A -M823,1341848,1,8,MARONI C. S.A -M823,BODEGA SOTTANO M828,2020-11-10,2020-11-11,
,823,8,MARONI C. S.A -M823,1343569,1,8,MARONI C. S.A -M823,BODEGA SOTTANO M828,2020-11-17,2020-11-20,
,823,8,MARONI C. S.A -M823,1345309,1,8,MARONI C. S.A -M823,ALTOS LAS HORMIGAS S.A.-M724,2020-11-21,2020-11-24,
,829,8,JOSMAYO SRL -M829,1340449,1,8,KUALCOS,JOSMAYO SRL -M829,2020-11-04,2020-11-05,
,829,8,JOSMAYO SRL -M829,1342410,1,8,KUALCOS,JOSMAYO SRL -M829,2020-11-12,2020-11-13,
,829,8,JOSMAYO SRL -M829,1343498,1,8,LABYES,JOSMAYO SRL -M829,2020-11-17,2020-11-18,
,831,8,DR LENOX SA  M-831,1344790,1,5,DR LENOX SA  M-831,FRAMACIA GRASSI,2020-11-20,2020-11-20,
,831,8,DR LENOX SA  M-831,1736309,1,7,DR LENOX SA  M-831,DROGUERIA SUIZO ARG. S.A.,2020-11-05,2020-11-05,
,831,8,DR LENOX SA  M-831,1736310,1,2,DR LENOX SA  M-831,DROGUERIA SUIZO ARG. S.A.,2020-11-05,2020-11-05,
,831,8,DR LENOX SA  M-831,1736312,1,8,DR LENOX SA  M-831,COOP FARMACEITUCA MZA LTA,2020-11-05,2020-11-11,
,831,8,DR LENOX SA  M-831,1936735,1,6,DR LENOX SA  M-831,COOP FARM DE MZA,2020-11-18,2020-11-18,
,831,8,DR LENOX SA  M-831,1936736,1,8,DR LENOX SA  M-831,COOP FARM DE MZA,2020-11-18,2020-11-19,
,831,8,DR LENOX SA  M-831,1936737,1,7,DR LENOX SA  M-831,DROGUERIA SUIZO ARG. S.A.,2020-11-18,2020-11-18,
,831,8,DR LENOX SA  M-831,1936739,1,2,DR LENOX SA  M-831,DROGUERIA SUIZO ARG. S.A.,2020-11-18,2020-11-18,
,847,8,LIGONIE LAURA S-M847(CHEEKY)SM,1342681,1,8,CHEEK S.A.,LIGONIE LAURA SOLEDAD CHEEKY SM,2020-11-13,2020-11-16,
,847,8,LIGONIE LAURA S-M847(CHEEKY)SM,1343762,1,8,CHEEK S.A.,LIGONIE LAURA SOLEDAD CHEEKY SM,2020-11-18,2020-11-19,
,847,8,LIGONIE LAURA S-M847(CHEEKY)SM,1345525,1,8,CHEEK S.A.,LIGONIE LAURA SOLEDAD CHEEKY SM,2020-11-25,2020-11-27,
,858,8,SIMONA MULTIESPACIO SA-M858,1739980,1,8,OBISPO SA,SIMONA MULTIESPACIO SA-M858,2020-12-12,2020-12-14,
,863,8,MILCIEN SA-M863,1341605,1,8,MILCIEN SA-M863,MILCIEN SA-M863,2020-11-07,2020-11-09,
,863,8,MILCIEN SA-M863,1343722,1,8,MILCIEN SA-M863,MILCIEN SA-M863,2020-11-18,2020-11-19,
,873,8,SIMONA MULTIESPACIO-873(OUTLET),1344366,1,8,A.Y.NOT DEAD SA -M862,SIMONA MULTIESPACIO SA-M858,2020-11-19,2020-11-20,
,873,8,SIMONA MULTIESPACIO-873(OUTLET),1344368,1,8,CIBELES,SIMONA MULTIESPACIO SA-M858,2020-11-19,2020-11-20,
,873,8,SIMONA MULTIESPACIO-873(OUTLET),1344370,1,8,SIMONA,SIMONA MULTIESPACIO SA-M858,2020-11-19,2020-11-20,
,873,8,SIMONA MULTIESPACIO-873(OUTLET),1737592,1,8,TEJIDOS LATINOS cc INSOL GROUP,SIMONA MULTIESPACIO SA-M858,2020-11-18,2020-11-20,
,873,8,SIMONA MULTIESPACIO-873(OUTLET),1737841,1,8,MILCIEN SA-M863,SIMONA MULTIESPACIO SA-M858,2020-11-19,2020-11-20,
,873,8,SIMONA MULTIESPACIO-873(OUTLET),1737842,1,8,MILCIEN SA-M863,SIMONA MULTIESPACIO SA-M858,2020-11-19,2020-11-20,
,874,8,PROTOMENDOZA SRL-874(PROTOTYPE),1345114,1,8,TRIO TEXTIL SA t19-PROTOTYPE,PROTOMENDOZA -CC,2020-11-21,2020-11-24,
,874,8,PROTOMENDOZA SRL-874(PROTOTYPE),1346443,1,8,TRIO TEXTIL SA t19-PROTOTYPE,PROTOMENDOZA -CC,2020-11-27,2020-11-30,
,874,8,PROTOMENDOZA SRL-874(PROTOTYPE),1346444,1,8,TRIO TEXTIL SA t19-PROTOTYPE,PROTOMENDOZA -CC,2020-11-27,2020-11-28,
,874,8,PROTOMENDOZA SRL-874(PROTOTYPE),1936377,1,8,TRIO TEXTIL SA t19-PROTOTYPE,PROTOMENDOZA -CC,2020-11-11,2020-11-12,
,874,8,PROTOMENDOZA SRL-874(PROTOTYPE),1936378,1,8,TRIO TEXTIL SA t19-PROTOTYPE,PROTOMENDOZA -CC,2020-11-11,2020-11-12,
,875,8,PROTOMENDOZA -M875(GOLA),1345217,1,8,GOLA CIA SUDAM DISENO Y DIST SA,PROTOMENDOZA -CC,2020-11-21,2020-11-24,
,881,8,INGROUP AUTOMATION SA-M881,1349947,1,8,TECNO BOX,INGROUP AUTOMATION S.A. -M881,2020-12-12,2020-12-14,
,905,8,CARTOCOR SA M905 MZA (EX ZUCAMOR),1349825,1,8,KAESER,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-12-12,2020-12-14,
,905,8,CARTOCOR SA M905 MZA (EX ZUCAMOR),1739986,1,8,NEOMOTICA,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-12-12,2020-12-14,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1141297,1,6,ED GAR,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-01,2020-11-01,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1141298,1,6,ED GAR,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-01,2020-11-01,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1141707,1,6,ELECTRONICA INTEGRAL APLICADA,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-09,2020-11-09,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1141853,1,6,ED GAR,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-09,2020-11-09,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1142564,1,6,ED GAR,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-19,2020-11-19,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1340446,1,6,SPIRAX SARCO SA,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-04,2020-11-04,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1340689,1,6,PRENTEX  SA,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-05,2020-11-05,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1340692,1,6,TE,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-05,2020-11-05,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1341400,1,6,BRC,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-09,2020-11-09,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1343449,1,6,FLAVIA,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-17,2020-11-17,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1344453,1,6,TE TOTAL ELET,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-20,2020-11-20,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1344479,1,6,BRANA HNOS.S.A.,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-20,2020-11-20,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1346665,1,6,SPIRAX SARCO SA,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-30,2020-11-30,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1736034,1,6,AUMECON SA,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-03,2020-11-03,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1737527,1,6,TESA,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-18,2020-11-18,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1737884,1,6,SIEMEN,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-20,2020-11-20,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1738425,1,6,WINTERS,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-26,2020-11-26,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1936307,1,6,TE TOTAL ELET SRL,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-11,2020-11-11,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),1937043,1,6,CIA  FABRIL  DE  CARBONES  ELECTRICOS,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-27,2020-11-27,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),4116200,11,6,INTERNACIONAL CHEMICALS SA,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-01,2020-11-01,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),4117155,11,6,GOMA PAZ SRL,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-24,2020-11-24,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),4117232,11,6,GOMA PAZ SRL,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-25,2020-11-25,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),9212833,2,6,WEQ EQUIPAMIENTOS,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-03,2020-11-03,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),9213232,2,6,COVYAT SRL,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-09,2020-11-09,
,914,8,CARTOCOR SA J914 S.JUAN(EX ZUCAMOR),9213296,2,6,M.A. COMERCIAL S.R.L.,CARTOCOR SAIC M905/J914 (EX ZUCAMOR),2020-11-10,2020-11-10,
,917,8,JMG S.A. M917,1340230,1,8,SEBASTIAN MERCADO,JMG S.A. M917,2020-11-03,2020-11-06,
,917,8,JMG S.A. M917,1343651,1,8,JMG,JMG S.A. M917**MARCOS GUERRA,2020-11-18,2020-11-20,
,917,8,JMG S.A. M917,1736795,1,8,MEDICAL FOAM,JMG S.A. M917,2020-11-10,2020-11-11,
,917,8,JMG S.A. M917,1737082,1,8,DRIPLAN SA,JMG S.A. M917,2020-11-12,2020-11-13,
,917,8,JMG S.A. M917,1737365,1,8,DRIPLAN SA,JMG S.A. M917,2020-11-14,2020-11-17,
,917,8,JMG S.A. M917,1737366,1,8,PROPATO HNOS SAIC,JMG S.A. M917,2020-11-14,2020-11-17,
,917,8,JMG S.A. M917,1935705,1,8,ARGENTINA MEDICAL PRODUCTS SRL,JMG S.A. M917,2020-11-04,2020-11-05,
,917,8,JMG S.A. M917,1935874,1,8,DRIPLAN SA,JMG S.A. M917,2020-11-05,2020-11-06,
,917,8,JMG S.A. M917,4548604,9,8,HOSPITAL T. J. SCHESTAKOW,JMG S.A. M917,2020-11-07,2020-11-09,
